0,1,2
1710,315,1586
1710,315,2619
1710,315,2321
1711,116,1447
1711,116,193
1711,116,594
1712,398,2126
1712,398,2007
1712,398,847
1714,360,3943
1714,362,385
1714,183,623
1717,102,3
1717,398,1311
1717,398,3220
1718,24,699
1718,24,1801
1718,24,2218
1719,24,3632
1719,24,5004
1719,24,744
1722,174,1552
1722,174,992
1722,174,221
1724,148,916
1724,148,3143
1724,148,3480
1725,102,1444
1725,102,2903
1725,102,3796
1726,116,1746
1726,116,1010
1726,225,109
1727,187,410
1727,187,1675
1727,187,950
1728,102,51
1728,102,1008
1728,102,3043
1729,225,1963
1729,102,290
1729,102,95
1730,204,2778
1730,315,252
1730,315,3752
1733,35,624
1733,35,716
1733,35,100
1734,183,4191
1734,183,4969
1734,183,188
1735,292,4154
1735,24,2750
1735,35,3039
1736,150,942
1736,150,714
1736,360,3226
1737,416,951
1737,416,3483
1737,329,2881
1739,150,1749
1739,150,243
1739,315,1508
1741,187,1121
1741,174,560
1741,174,964
1744,102,832
1744,102,1000
1744,102,4299
1745,355,21
1745,35,291
1745,35,2567
1746,116,889
1746,116,230
1746,46,728
1747,148,896
1747,148,1848
1747,148,1815
1748,35,819
1748,35,33
1748,35,4010
1749,46,151
1749,46,685
1749,46,848
1750,319,3218
1750,319,1092
1750,319,431
1751,187,14
1751,187,149
1751,329,1668
1752,35,3530
1752,329,4875
1752,35,4051
1753,444,1167
1753,444,3426
1753,35,5102
1755,315,2111
1755,116,2209
1755,116,1746
1756,24,4557
1756,24,3557
1756,24,1801
1757,398,671
1757,398,1893
1757,398,3
1758,42,53
1758,42,64
1758,42,1007
1759,362,660
1759,362,347
1759,362,372
1762,398,1525
1762,398,1311
1762,398,927
1763,24,960
1763,42,1080
1763,24,4785
1765,68,835
1765,68,3388
1765,68,2449
1766,174,1274
1766,24,2105
1766,24,543
1768,330,4337
1768,330,2015
1768,330,545
1771,319,2518
1771,319,3461
1771,319,631
1772,355,3029
1772,435,1359
1772,24,1546
1773,315,1269
1773,315,5058
1773,315,252
1774,435,405
1774,435,1571
1774,435,3636
1775,68,445
1775,68,377
1775,315,1172
1776,315,3574
1776,315,1434
1776,315,4203
1777,148,91
1777,46,1802
1777,46,1802
1778,225,1678
1778,225,888
1778,225,1604
1779,286,223
1779,315,3376
1779,286,345
1780,183,956
1780,42,3325
1780,183,569
1781,329,1619
1781,329,4404
1781,68,3322
1782,286,3757
1782,286,4711
1782,46,2214
1783,416,91
1783,416,1019
1783,416,251
1786,319,2421
1786,319,2467
1786,292,472
1787,225,509
1787,42,2874
1787,355,813
1788,68,596
1788,68,1678
1788,68,1463
1789,187,1727
1789,24,4078
1789,24,3061
1791,292,1602
1791,292,1569
1791,292,412
1792,150,271
1792,315,546
1792,315,1633
1794,319,2596
1794,319,2883
1794,360,1058
1795,360,1990
1795,360,76
1795,360,525
1796,363,703
1796,363,589
1796,363,3653
1797,292,1162
1797,292,2421
1797,292,1040
1798,42,1099
1798,42,917
1798,42,1514
1799,416,3705
1799,35,4252
1799,35,64
1800,292,966
1800,292,112
1800,292,1899
1801,24,5143
1801,24,651
1801,292,554
1802,46,1572
1802,46,835
1802,46,2520
1803,363,2263
1803,35,1
1803,35,2921
1804,416,185
1804,416,26
1804,416,772
1805,174,2310
1805,174,965
1805,174,33
1807,150,865
1807,150,825
1807,150,2978
1808,315,2605
1808,315,751
1808,315,434
1809,24,2332
1809,24,18
1809,24,251
1811,68,4073
1811,68,4885
1811,68,49
1813,395,1428
1813,373,120
1813,183,4969
1814,329,795
1814,329,4508
1814,183,781
1815,148,660
1815,148,1777
1815,148,2195
1816,355,1370
1816,355,38
1816,355,1787
1817,373,2223
1817,373,440
1817,373,2075
1818,116,1335
1818,116,2981
1818,360,229
1819,183,74
1819,183,1734
1819,183,2660
1820,187,3581
1820,187,1844
1820,187,3114
1821,148,4433
1821,148,3158
1821,355,354
1824,187,3155
1824,187,1111
1824,187,2880
1826,150,584
1826,330,532
1826,330,2598
1827,315,1066
1827,315,3817
1827,42,406
1828,174,27
1828,116,1010
1828,174,2614
1829,68,702
1829,68,1267
1829,68,4354
1830,444,1861
1830,329,1737
1830,329,2267
1833,24,1110
1833,24,5024
1833,24,911
1834,187,3005
1834,187,1645
1834,187,3155
1835,46,1068
1835,286,858
1835,46,3076
1836,35,2643
1836,35,16
1836,35,816
1837,174,465
1837,174,1160
1837,174,1142
1839,24,431
1839,24,3557
1839,24,518
1840,102,1521
1840,102,860
1840,102,593
1842,444,4530
1842,362,13
1842,329,123
1843,183,1734
1843,174,2310
1843,330,1649
1844,46,3112
1844,187,1534
1844,187,357
1848,148,1333
1848,435,1500
1848,435,706
1849,35,3276
1849,35,236
1849,24,3918
1850,225,414
1850,225,449
1850,225,3611
1851,42,3015
1851,35,757
1851,150,749
1852,24,1766
1852,24,438
1852,24,3962
1854,398,1550
1854,398,1643
1854,398,2403
1855,24,498
1855,286,4245
1855,174,372
1856,362,847
1856,187,1027
1856,187,3080
1857,148,3190
1857,148,3480
1857,148,3644
1859,68,244
1859,68,572
1859,68,1317
1861,444,671
1861,329,3824
1861,329,105
1863,416,3271
1863,148,3158
1863,148,2111
1864,68,230
1864,102,818
1864,68,685
1865,319,1009
1865,319,1194
1865,319,152
1866,174,1373
1866,174,237
1866,174,2588
1867,286,1252
1867,292,1082
1867,286,48
1870,183,1268
1870,183,2603
1870,183,232
1871,24,1153
1871,24,4785
1871,24,3778
1872,363,615
1872,24,1440
1872,363,2428
1874,24,426
1874,292,7
1874,292,1325
1875,174,912
1875,174,821
1875,174,285
1878,24,3522
1878,24,1542
1878,24,1983
1880,183,2936
1880,416,228
1880,46,2680
1882,24,825
1882,395,816
1882,24,931
1883,102,622
1883,102,1317
1883,102,630
1884,42,1468
1884,42,2078
1884,319,649
1885,360,555
1885,46,1134
1885,360,3226
1886,42,708
1886,42,1274
1886,42,1
1888,355,2772
1888,42,615
1888,355,1370
1889,35,264
1889,35,4653
1889,35,1758
1892,183,207
1892,183,3176
1892,183,3271
1893,362,1371
1893,362,3423
1893,24,2620
1895,286,2877
1895,286,2810
1895,286,2152
1897,68,3566
1897,68,1050
1897,68,1477
1899,292,699
1899,292,1989
1899,46,2399
1900,150,861
1900,330,1243
1900,150,2897
1901,315,2129
1901,315,1739
1901,315,2103
1903,35,190
1903,35,1668
1903,35,2714
1906,363,533
1906,363,27
1906,363,1086
1907,42,917
1907,42,3720
1907,292,2571
1908,416,2084
1908,416,3576
1908,416,1263
1909,444,379
1909,444,1786
1909,444,1814
1910,24,715
1910,42,118
1910,42,997
1911,46,2545
1911,148,210
1911,46,550
1913,315,1593
1913,315,2779
1913,315,2262
1914,150,2904
1914,225,455
1914,150,1338
1916,150,317
1916,42,524
1916,150,1930
1917,435,1225
1917,362,549
1917,42,2706
1918,416,127
1918,416,456
1918,416,1553
1922,150,2814
1922,150,3352
1922,150,943
1923,150,945
1923,150,2660
1923,150,2281
1925,24,4051
1925,24,1852
1925,35,4352
1927,183,2015
1927,183,3466
1927,183,1781
1929,355,452
1929,363,519
1929,355,3222
1930,150,1
1930,150,41
1930,150,65
1931,183,1079
1931,150,1329
1931,183,3980
1935,373,314
1935,373,8
1935,373,638
1938,187,704
1938,187,3429
1938,187,2063
1940,174,1688
1940,292,966
1940,174,2
1941,204,2205
1941,46,1547
1941,46,2484
1942,46,228
1942,46,95
1942,46,791
1943,42,657
1943,174,241
1943,24,1965
1944,35,3763
1944,35,3630
1944,35,1412
1945,46,2514
1945,46,2083
1945,46,476
1946,46,2649
1946,46,1126
1946,46,4468
1948,24,699
1948,24,1396
1948,24,2309
1949,116,3665
1949,116,240
1949,116,589
1952,35,366
1952,35,2643
1952,35,4831
1957,435,1320
1957,435,320
1957,435,4850
1961,204,1572
1961,204,2241
1961,204,984
1963,315,3166
1963,315,4285
1963,225,2175
1964,292,1899
1964,24,18
1964,24,2369
1965,24,2115
1965,24,2140
1965,24,561
1966,46,4356
1966,46,1835
1966,46,485
1968,319,683
1968,319,774
1968,319,431
1971,24,2115
1971,362,263
1971,416,951
1975,373,2028
1975,373,1235
1975,373,1614
1976,398,2450
1976,398,485
1976,102,1981
1977,355,139
1977,355,806
1977,355,778
1978,174,4780
1978,35,2921
1978,174,271
1979,150,3300
1979,148,5046
1979,150,928
1981,330,238
1981,330,3078
1981,330,1243
1982,46,633
1982,204,996
1982,398,789
1983,24,1766
1983,24,3553
1983,24,101
1985,68,99
1985,68,352
1985,68,1062
1987,398,927
1987,398,139
1987,398,2450
1989,292,1306
1989,292,4160
1989,148,227
1990,360,179
1990,360,2651
1990,360,92
1991,360,197
1991,116,2330
1991,360,320
1992,24,2890
1992,148,627
1992,148,909
1993,183,1008
1993,183,2936
1993,183,298
1994,116,1077
1994,148,720
1994,148,1772
1996,102,750
1996,102,682
1996,102,1392
1998,42,1827
1998,42,37
1998,42,2874
2000,444,2817
2000,444,4953
2000,42,97
2002,116,3486
2002,204,133
2002,116,338
2003,329,107
2003,329,352
2003,329,1309
2004,435,2865
2004,24,2363
2004,435,2713
2006,315,2389
2006,315,2385
2006,315,820
2007,398,671
2007,398,2228
2007,398,1218
2014,42,1884
2014,42,191
2014,42,287
2015,330,1331
2015,330,593
2015,435,1053
2017,292,3629
2017,292,1342
2017,292,171
2023,204,746
2023,204,141
2023,204,468
2024,42,3526
2024,42,807
2024,42,621
2025,398,1893
2025,398,1505
2025,398,216
2027,24,2027
2027,24,2115
2027,174,503
2028,373,209
2028,286,3101
2028,373,218
2029,35,214
2029,35,934
2029,35,624
2030,398,4035
2030,398,2956
2030,398,2956
2031,35,1944
2031,35,2720
2031,292,1569
2032,435,58
2032,435,439
2032,225,99
2034,24,4477
2034,24,651
2034,24,238
2035,174,1160
2035,174,245
2035,174,525
2037,68,338
2037,68,4415
2037,68,4156
2039,24,1408
2039,24,327
2039,24,2416
2040,102,1050
2040,35,704
2040,102,672
2041,319,2158
2041,363,3348
2041,183,1472
2042,416,1658
2042,416,103
2042,416,951
2043,360,1297
2043,360,364
2043,360,264
2045,187,3593
2045,360,2383
2045,187,132
2048,444,2125
2048,444,1476
2048,444,832
2049,204,4684
2049,398,3483
2049,398,3220
2050,46,2336
2050,46,1471
2050,46,2237
2051,204,1452
2051,204,1464
2051,204,1835
2053,102,1055
2053,68,1243
2053,102,273
2055,398,925
2055,102,1055
2055,102,4415
2058,46,361
2058,46,1055
2058,46,3360
2060,35,3936
2060,315,3376
2060,35,524
2062,355,701
2062,355,3909
2062,355,2546
2063,187,4120
2063,187,2553
2063,187,280
2064,116,3537
2064,116,3645
2064,286,48
2066,362,170
2066,362,429
2066,362,347
2068,68,417
2068,68,789
2068,68,2103
2071,102,3564
2071,398,3357
2071,398,170
2073,183,1479
2073,183,1186
2073,183,553
2075,373,10
2075,116,673
2075,225,2627
2078,42,2629
2078,362,950
2078,373,3630
2079,24,215
2079,24,2363
2079,24,1359
2080,204,2171
2080,204,2336
2080,204,1363
2082,362,709
2082,362,901
2082,362,429
2083,46,3604
2083,46,176
2083,46,578
2084,416,185
2084,416,10
2084,416,1658
2085,174,1592
2085,116,417
2085,116,2667
2086,204,3823
2086,102,1113
2086,204,3944
2087,42,1468
2087,42,3472
2087,42,1134
2088,35,207
2088,42,1290
2088,35,4239
2089,24,1110
2089,24,2521
2089,24,655
2090,102,2792
2090,102,750
2090,102,1709
2097,183,1043
2097,183,2554
2097,183,1314
2101,204,1465
2101,204,3666
2101,204,1173
2103,315,590
2103,315,4133
2103,68,3643
2105,24,1993
2105,24,4829
2105,24,3061
2106,395,3624
2106,395,3385
2106,395,1109
2107,42,4538
2107,42,2370
2107,292,1199
2109,225,498
2109,225,1792
2109,225,1062
2111,315,1730
2111,148,1863
2111,315,3574
2112,46,339
2112,46,3112
2112,46,371
2114,329,794
2114,329,233
2114,329,248
2115,24,653
2115,24,653
2115,24,3382
2116,416,1971
2116,416,124
2116,35,421
2118,444,946
2118,444,2347
2118,102,1981
2119,225,112
2119,225,588
2119,225,278
2120,398,1464
2120,398,1353
2120,398,1703
2123,398,1703
2123,116,1498
2123,116,1078
2124,363,652
2124,148,58
2124,148,2387
2125,355,3447
2125,355,2546
2125,444,208
2126,398,2348
2126,150,654
2126,150,1370
2127,35,3077
2127,416,307
2127,416,610
2129,315,1776
2129,315,1171
2129,315,2829
2132,362,1099
2132,362,418
2132,362,842
2133,148,210
2133,148,3964
2133,35,166
2134,148,1268
2134,148,1857
2134,148,84
2135,204,913
2135,204,4917
2135,204,2086
2137,225,618
2137,225,783
2137,225,589
2139,46,1802
2139,46,794
2139,46,928
2140,24,3746
2140,24,22
2140,24,4008
2141,362,3009
2141,362,73
2141,362,359
2143,174,4648
2143,174,271
2143,174,1569
2146,148,1295
2146,148,674
2146,148,175
2148,187,3829
2148,187,2322
2148,187,1027
2149,150,152
2149,187,3310
2149,150,867
2151,183,680
2151,183,716
2151,183,1186
2152,286,2615
2152,286,345
2152,286,990
2154,395,1193
2154,395,2910
2154,395,4473
2156,183,838
2156,102,761
2156,183,217
2158,319,596
2158,319,731
2158,319,151
2160,183,995
2160,68,2977
2160,68,783
2162,395,1385
2162,395,4472
2162,395,3524
2168,46,3231
2168,46,4061
2168,46,350
2169,150,553
2169,398,218
2169,150,943
2170,315,2976
2170,315,3828
2170,315,2976
2171,204,502
2171,68,4885
2171,68,397
2173,102,2090
2173,102,1395
2173,204,2366
2175,225,95
2175,225,6
2175,315,649
2176,46,3974
2176,46,1020
2176,46,1941
2178,363,1406
2178,363,1242
2178,363,1121
2179,286,340
2179,286,1222
2179,286,858
2180,148,1268
2180,148,946
2180,148,2203
2181,46,1202
2181,398,170
2181,398,1717
2182,355,452
2182,355,633
2182,355,4204
2184,183,641
2184,225,2109
2184,183,274
2188,174,1707
2188,174,842
2188,174,33
2190,292,2359
2190,292,699
2190,292,4087
2193,174,964
2193,174,2643
2193,174,2588
2195,148,3742
2195,148,2799
2195,148,2124
2198,204,19
2198,204,4700
2198,204,2231
2200,35,2603
2200,35,4200
2200,35,1451
2201,102,858
2201,102,141
2201,102,3004
2203,148,1083
2203,148,1239
2203,148,194
2205,204,742
2205,204,2540
2205,204,1113
2206,395,230
2206,102,1552
2206,395,126
2207,42,2078
2207,42,1468
2207,42,3842
2209,116,606
2209,116,2344
2209,46,214
2214,46,242
2214,24,899
2214,24,2309
2215,68,2103
2215,68,1691
2215,68,1262
2216,204,15
2216,204,1475
2216,204,2887
2218,24,2140
2218,24,1396
2218,24,1948
2219,68,3774
2219,68,2628
2219,68,2837
2221,42,705
2221,42,1943
2221,42,14
2223,373,156
2223,373,14
2223,373,804
2225,187,3581
2225,187,3581
2225,187,816
2228,398,2403
2228,398,984
2228,398,5113
2229,46,1471
2229,46,1880
2229,46,2176
2231,204,560
2231,315,515
2231,204,4684
2237,319,3674
2237,319,1673
2237,46,3858
2239,35,3412
2239,35,3039
2239,435,1893
2241,204,1173
2241,204,4082
2241,204,1361
2242,116,121
2242,286,1092
2242,286,271
2244,102,1254
2244,102,1374
2244,102,784
2249,315,1599
2249,315,2392
2249,315,304
2250,24,525
2250,24,4662
2250,24,3230
2251,329,561
2251,329,1177
2251,329,793
2253,46,1583
2253,46,93
2253,46,2441
2255,42,147
2255,42,2369
2255,42,1321
2256,35,4090
2256,24,1396
2256,35,1385
2262,315,3314
2262,315,2388
2262,315,4911
2263,363,65
2263,150,2547
2263,150,1792
2264,225,1699
2264,225,64
2264,225,1236
2267,183,4144
2267,329,1024
2267,329,3848
2268,68,2215
2268,68,1374
2268,395,1882
2269,46,2560
2269,46,1269
2269,183,952
2272,24,4122
2272,362,1246
2272,362,617
2273,24,2218
2273,42,2478
2273,319,4000
2274,148,135
2274,148,945
2274,148,654
2275,187,2310
2275,187,1824
2275,187,194
2276,292,1217
2276,292,4313
2276,292,2017
2281,329,2251
2281,329,50
2281,150,602
2286,68,1265
2286,68,54
2286,68,685
2289,150,111
2289,150,861
2289,150,2978
2290,360,1047
2290,360,92
2290,360,1794
2291,35,899
2291,35,232
2291,35,22
2293,46,809
2293,46,4113
2293,46,1385
2294,315,1599
2294,315,1542
2294,24,1440
2300,329,710
2300,35,581
2300,329,50
2304,187,335
2304,187,3581
2304,187,1015
2305,174,988
2305,398,3484
2305,398,4121
2308,329,3824
2308,329,5190
2308,24,803
2309,24,3940
2309,24,1598
2309,24,1874
2310,187,3532
2310,174,653
2310,187,1424
2313,292,709
2313,292,5041
2313,292,72
2316,225,1234
2316,225,4191
2316,225,1378
2318,46,560
2318,174,1900
2318,174,1843
2319,204,1122
2319,204,2101
2319,204,1085
2321,315,1332
2321,315,1776
2321,315,3724
2322,187,295
2322,187,2148
2322,187,704
2323,330,4652
2323,330,1192
2323,330,2151
2325,360,964
2325,360,3170
2325,42,3662
2326,116,76
2326,116,1498
2326,116,417
2327,42,3325
2327,42,3522
2327,42,2310
2329,315,515
2329,315,2262
2329,315,2294
2330,116,33
2330,116,1696
2330,116,2466
2332,24,3746
2332,24,1212
2332,24,1992
2335,42,1070
2335,42,678
2335,42,2874
2336,46,1323
2336,46,1162
2336,204,181
2337,204,730
2337,204,2887
2337,204,717
2342,35,3789
2342,398,4579
2342,398,1757
2343,174,238
2343,183,514
2343,174,200
2344,46,2214
2344,116,3
2344,46,809
2345,373,1164
2345,329,92
2345,444,3408
2346,102,1511
2346,102,742
2346,102,2055
2347,444,2842
2347,444,4839
2347,444,4334
2348,398,2626
2348,398,1899
2348,398,3458
2349,174,1552
2349,174,845
2349,174,601
2351,35,3540
2351,174,1160
2351,35,1040
2352,68,1354
2352,68,397
2352,68,2449
2354,102,1318
2354,102,947
2354,102,1828
2355,319,1472
2355,319,3324
2355,319,2988
2356,174,1741
2356,174,1292
2356,398,984
2357,395,3047
2357,395,4276
2357,395,2910
2358,68,1062
2358,183,1079
2358,183,4880
2359,292,1648
2359,292,1989
2359,292,2313
2361,329,8
2361,329,1370
2361,329,5093
2362,24,2808
2362,24,788
2362,24,2860
2363,24,390
2363,24,1059
2363,24,1630
2365,329,2251
2365,329,754
2365,329,2365
2366,68,1889
2366,68,0
2366,102,4386
2369,42,251
2369,42,1886
2369,24,1313
2370,42,1888
2370,42,53
2370,42,1099
2371,355,563
2371,355,3825
2371,355,3909
2373,329,3218
2373,329,5136
2373,329,4404
2374,355,1910
2374,355,334
2374,355,3547
2375,187,1503
2375,187,41
2375,187,158
2376,102,358
2376,116,41
2376,102,1000
2379,398,2489
2379,204,49
2379,398,485
2380,362,298
2380,362,3082
2380,362,706
2382,35,2929
2382,35,354
2382,444,2703
2383,360,2668
2383,360,771
2383,360,149
2384,416,1783
2384,416,772
2384,416,1343
2385,315,1599
2385,35,3775
2385,35,524
2387,102,1726
2387,148,77
2387,148,759
2388,315,1066
2388,315,2321
2388,315,1963
2389,315,926
2389,187,2553
2389,315,2976
2392,315,926
2392,315,796
2392,315,1066
2393,444,4983
2393,444,85
2393,444,1017
2396,46,2229
2396,102,455
2396,204,1353
2397,363,2397
2397,363,1618
2397,363,830
2398,204,560
2398,204,1068
2398,204,19
2399,373,440
2399,46,1850
2399,46,502
2402,292,66
2402,373,205
2402,373,78
2403,398,489
2403,398,0
2403,398,3484
2405,116,1667
2405,116,797
2405,116,26
2407,46,1911
2407,46,1051
2407,174,1413
2411,46,2665
2411,46,3877
2411,46,2214
2412,24,5078
2412,24,903
2412,116,2626
2413,174,2
2413,174,964
2413,174,2027
2415,329,67
2415,329,672
2415,329,1079
2416,24,653
2416,24,709
2416,24,4539
2421,292,1304
2421,319,1641
2421,292,759
2422,319,1116
2422,319,1155
2422,319,1559
2424,42,997
2424,42,518
2424,42,4051
2427,395,3385
2427,395,352
2427,395,4436
2428,363,1184
2428,363,69
2428,363,2041
2431,68,489
2431,68,5146
2431,68,1751
2435,46,501
2435,46,2112
2435,46,3231
2440,360,291
2440,360,167
2440,360,208
2441,24,1833
2441,24,2483
2441,46,1706
2442,286,2242
2442,286,921
2442,286,3094
2443,102,3410
2443,68,2171
2443,68,4065
2445,24,908
2445,24,3235
2445,42,1004
2446,315,1390
2446,315,2530
2446,315,2170
2448,362,538
2448,360,442
2448,360,771
2449,315,390
2449,315,3828
2449,68,244
2450,398,2169
2450,398,925
2450,398,1619
2453,42,3928
2453,183,280
2453,42,1907
2455,183,4379
2455,183,2632
2455,183,1269
2458,373,6
2458,373,676
2458,373,663
2460,395,1678
2460,395,1464
2460,395,1622
2461,373,1098
2461,373,663
2461,373,2075
2462,330,3902
2462,360,3155
2462,360,135
2464,148,665
2464,148,942
2464,148,2610
2465,116,589
2465,116,942
2465,116,216
2466,116,4686
2466,116,242
2466,363,507
2467,319,529
2467,319,1097
2467,319,2714
2469,286,3647
2469,286,2877
2469,286,3045
2470,362,592
2470,362,1687
2470,362,950
2471,329,1309
2471,329,2881
2471,329,8
2472,116,33
2472,116,1628
2472,116,2405
2473,363,231
2473,363,152
2473,363,1519
2477,444,92
2477,183,514
2477,183,1931
2478,42,1514
2478,42,506
2478,42,1185
2480,174,2716
2480,174,997
2480,174,208
2483,187,420
2483,24,1993
2483,24,1313
2484,102,716
2484,46,974
2484,46,1300
2487,24,1277
2487,24,2815
2487,24,302
2488,24,2750
2488,24,11
2488,24,825
2489,398,967
2489,398,5129
2489,329,79
2490,42,1225
2490,319,1585
2490,150,514
2493,292,346
2493,292,251
2493,360,2290
2495,360,641
2495,42,1657
2495,42,4543
2498,24,3382
2498,24,3664
2498,24,709
2500,435,652
2500,435,1917
2500,46,2112
2502,360,1176
2502,360,611
2502,360,1297
2505,204,2125
2505,204,560
2505,204,4418
2506,315,1390
2506,315,1779
2506,315,1664
2508,395,1193
2508,24,911
2508,24,215
2513,292,3056
2513,292,1797
2513,292,1800
2514,46,2411
2514,225,776
2514,46,2896
2515,292,1899
2515,292,1028
2515,292,200
2518,319,22
2518,319,2645
2518,319,1884
2520,46,424
2520,46,974
2520,46,638
2521,24,1833
2521,24,715
2521,24,239
2522,329,710
2522,329,3949
2522,329,4452
2523,102,3877
2523,102,1976
2523,102,230
2524,355,0
2524,204,1705
2524,204,493
2525,435,1059
2525,435,152
2525,435,91
2526,68,4576
2526,68,99
2526,102,124
2528,362,2272
2528,362,176
2528,362,626
2529,286,3084
2529,286,3648
2529,150,300
2530,315,4309
2530,315,495
2530,315,3154
2532,204,2603
2532,204,3727
2532,204,1324
2533,150,1303
2533,150,3078
2533,150,276
2536,183,1268
2536,183,4969
2536,183,4144
2538,24,157
2538,24,343
2538,24,1139
2540,204,1880
2540,204,2173
2540,204,161
2543,24,664
2543,174,2643
2543,174,382
2544,435,845
2544,435,857
2544,329,2522
2545,46,539
2545,46,979
2545,46,5179
2546,355,2799
2546,355,458
2546,355,332
2547,362,850
2547,150,624
2547,362,549
2548,292,4999
2548,292,3917
2548,292,1325
2549,102,352
2549,102,1395
2549,102,36
2552,102,1060
2552,102,413
2552,102,1828
2553,187,3787
2553,187,2244
2553,187,749
2554,395,533
2554,183,2097
2554,183,553
2555,148,2610
2555,148,728
2555,148,882
2558,150,320
2558,150,2415
2558,35,3476
2560,46,1232
2560,46,1452
2560,46,1572
2561,174,1000
2561,148,841
2561,148,1157
2562,444,379
2562,444,2703
2562,444,4839
2564,35,354
2564,35,704
2564,35,2300
2567,35,3505
2567,35,3505
2567,35,3453
2571,292,11
2571,292,2313
2571,292,8
2572,116,26
2572,68,3356
2572,68,179
2578,116,721
2578,102,3564
2578,286,858
2579,24,9
2579,24,4720
2579,24,518
2581,286,3419
2581,286,4245
2581,286,316
2582,286,3876
2582,286,4070
2582,286,890
2584,24,713
2584,24,1910
2584,24,84
2586,183,266
2586,183,3208
2586,183,1851
2588,24,903
2588,148,1351
2588,24,498
2594,68,1265
2594,68,1678
2594,68,1864
2596,319,1009
2596,319,1018
2596,319,3352
2598,68,3159
2598,330,2680
2598,68,83
2602,35,90
2602,24,22
2602,35,18
2603,35,2736
2603,183,1155
2603,35,143
2604,292,2941
2604,292,92
2604,292,1800
2605,315,2392
2605,315,1399
2605,315,2976
2608,42,1886
2608,319,5029
2608,319,3352
2610,148,1412
2610,148,654
2610,116,1186
2613,204,508
2613,204,508
2613,204,2173
2614,174,578
2614,174,9
2614,174,1592
2615,286,2730
2615,286,1867
2615,286,13
2618,319,1968
2618,395,1726
2618,395,1008
2619,315,82
2619,315,1384
2619,315,3314
2620,24,2105
2620,24,4477
2620,24,1615
2621,416,213
2621,416,2084
2621,416,23
2622,315,1779
2622,315,588
2622,315,4285
2624,24,3431
2624,24,3336
2624,24,2839
2625,225,618
2625,225,589
2625,225,578
2626,398,216
2626,398,1899
2626,116,1391
2627,225,588
2627,225,1447
2627,225,3665
2628,330,3420
2628,330,593
2628,330,5020
2629,42,3772
2629,42,198
2629,42,5014
2630,174,2480
2630,174,1022
2630,174,1693
2632,183,224
2632,183,4822
2632,183,751
2634,183,2184
2634,416,2084
2634,416,2042
2635,183,298
2635,183,2768
2635,183,2267
2638,148,882
2638,148,1821
2638,148,3644
2643,35,736
2643,35,3701
2643,150,9
2645,24,2543
2645,24,908
2645,24,931
2648,329,619
2648,329,497
2648,329,86
2649,46,2944
2649,46,769
2649,46,2671
2650,225,1234
2650,148,579
2650,225,481
2651,360,4763
2651,360,1177
2651,360,1991
2652,435,434
2652,435,794
2652,435,1061
2654,204,1085
2654,204,1452
2654,204,375
2656,35,1323
2656,35,2291
2656,35,428
2658,395,975
2658,68,2671
2658,68,3356
2659,183,520
2659,362,1687
2659,183,956
2660,183,2453
2660,183,2603
2660,150,572
2661,102,3331
2661,102,95
2661,102,1254
2663,225,4392
2663,225,2663
2663,225,1062
2665,68,730
2665,46,3680
2665,46,1850
2666,286,2058
2666,286,4962
2666,286,1222
2667,116,4686
2667,286,2469
2667,286,2810
2668,360,1047
2668,360,1916
2668,360,4627
2670,46,3708
2670,46,2877
2670,46,2318
2671,46,1498
2671,46,2514
2671,46,591
2672,319,649
2672,319,649
2672,319,147
2675,24,709
2675,24,1277
2675,24,215
2676,68,2160
2676,68,1228
2676,68,491
2678,373,314
2678,373,917
2678,373,3858
2680,398,4780
2680,398,1118
2680,150,143
2689,315,1258
2689,315,1710
2689,315,2506
2693,362,208
2693,362,1246
2693,362,725
2695,35,5028
2695,35,1944
2695,35,2060
2699,102,1024
2699,102,696
2699,102,2792
2701,174,1888
2701,174,25
2701,360,3170
2703,444,291
2703,444,669
2703,444,3402
2705,116,29
2705,116,547
2705,116,1613
2706,42,120
2706,42,1277
2706,42,636
2707,292,291
2707,292,700
2707,292,1907
2711,360,3334
2711,360,641
2711,360,1177
2712,330,238
2712,330,1826
2712,330,1520
2713,315,3864
2713,35,4735
2713,35,1803
2714,319,818
2714,319,3335
2714,42,239
2715,444,1786
2715,444,4339
2715,444,3292
2716,174,706
2716,174,1943
2716,174,208
2719,373,99
2719,373,751
2719,395,533
2720,35,342
2720,116,193
2720,35,3883
2722,363,164
2722,363,66
2722,363,3195
2723,24,1153
2723,24,602
2723,24,2250
2725,362,1421
2725,362,825
2725,362,3082
2730,286,2615
2730,286,2140
2730,286,3647
2733,355,824
2733,355,3825
2733,355,1137
2736,35,3476
2736,35,268
2736,35,2389
2738,148,1911
2738,148,1157
2738,148,657
2739,24,3258
2739,24,547
2739,24,699
2740,204,1324
2740,204,2887
2740,174,1828
2745,373,772
2745,116,4326
2745,42,1687
2746,225,440
2746,225,1941
2746,225,4971
2749,68,2366
2749,315,1423
2749,68,1395
2750,24,2363
2750,24,991
2750,24,498
2752,24,261
2752,24,1412
2752,148,747
2754,174,1007
2754,35,2714
2754,24,666
2755,150,226
2755,150,624
2755,150,1217
2756,46,3680
2756,46,1700
2756,292,1569
2760,362,617
2760,362,825
2760,362,1252
2761,286,2958
2761,286,1571
2761,286,1991
2762,150,47
2762,150,746
2762,150,1856
2765,225,1850
2765,225,4191
