N1,A,N2
2527,1934,4215
2527,1934,193
2528,2513,189
2528,362,208
2528,2513,817
2529,150,276
2529,286,13
2529,150,746
2530,315,2321
2530,4737,3439
2530,315,2689
2531,1507,4810
2531,2825,0
2531,1767,1493
2532,762,3647
2532,204,1572
2532,762,610
2533,150,158
2533,150,559
2533,4855,23
2534,2415,2396
2534,3288,2534
2534,2415,2396
2535,3199,1471
2535,1467,4883
2535,888,4398
2536,556,140
2536,556,48
2536,556,3301
2537,,
2537,,
2537,,
2538,24,966
2538,24,678
2538,24,1993
2539,2376,255
2539,2376,2568
2539,2376,460
2540,204,1591
2540,204,673
2540,3096,2413
2541,,
2541,,
2541,,
2542,1041,719
2542,1041,1676
2542,1041,595
2543,977,176
2543,24,4018
2543,174,457
2544,329,79
2544,4349,3561
2544,758,2571
2545,46,622
2545,1237,3054
2545,1467,4365
2546,3308,647
2546,355,98
2546,2977,158
2547,478,2671
2547,1303,1843
2547,362,777
2548,292,155
2548,4406,574
2548,4406,1191
2549,3466,5075
2549,102,83
2549,1269,549
2550,691,1632
2550,1303,3523
2550,806,1503
2551,1248,742
2551,1248,2551
2551,1248,766
2552,1098,1699
2552,1098,93
2552,1098,1376
2553,187,3645
2553,187,420
2553,3942,302
2554,2634,2878
2554,1098,249
2554,2634,229
2555,815,4549
2555,702,1923
2555,815,2555
2556,1425,1586
2556,3376,488
2556,1425,1565
2557,,
2557,,
2557,,
2558,150,73
2558,806,486
2558,150,2762
2559,901,4852
2559,3070,1782
2559,901,2657
2560,395,2041
2560,1269,4242
2560,395,352
2561,148,1103
2561,148,4830
2561,174,2
2562,444,1018
2562,2362,3232
2562,444,1115
2563,1467,1738
2563,1467,4365
2563,1020,1896
2564,1507,460
2564,1507,739
2564,1507,4810
2565,,
2565,,
2565,,
2566,,
2566,,
2566,,
2567,448,3044
2567,448,2045
2567,35,4968
2568,2376,1061
2568,1868,1758
2568,1868,2803
2569,1098,2326
2569,605,2625
2569,1098,1718
2570,1972,5124
2570,1972,957
2570,1972,3139
2571,1128,309
2571,1128,2271
2571,2455,3276
2572,1425,4137
2572,1425,1324
2572,68,445
2573,3220,178
2573,3220,80
2573,3766,20
2574,862,880
2574,862,697
2574,862,1802
2575,,
2575,,
2575,,
2576,4362,2576
2576,4362,3085
2576,4362,2576
2577,1441,462
2577,1441,2074
2577,1441,4627
2578,286,2469
2578,921,638
2578,286,2529
2579,24,157
2579,24,3233
2579,4599,236
2580,806,1404
2580,806,4736
2580,806,860
2581,3196,948
2581,3196,2292
2581,4406,417
2582,4601,3216
2582,286,2958
2582,4601,3548
2583,2905,3296
2583,2337,771
2583,2905,887
2584,1161,2584
2584,943,2897
2584,943,3674
2585,3766,192
2585,3766,2050
2585,3766,2885
2586,183,455
2586,702,412
2586,702,2009
2587,1248,391
2587,1248,890
2587,1248,246
2588,812,1003
2588,174,1351
2588,24,2412
2589,3576,4514
2589,3201,4348
2589,3576,285
2590,2593,3783
2590,2593,2606
2590,1879,4944
2592,2679,3692
2592,3425,3424
2592,2319,219
2594,1353,1591
2594,68,1765
2594,68,3572
2595,1338,2198
2595,1338,149
2595,579,4090
2596,319,617
2596,319,635
2596,1732,1015
2597,693,610
2597,693,1991
2597,693,91
2598,330,588
2598,2160,2598
2598,2160,784
2599,850,2012
2599,2455,1102
2599,1455,926
2600,1934,4228
2600,3354,87
2600,3133,1608
2601,1885,1498
2601,1098,3287
2601,1885,495
2602,24,3857
2602,35,274
2602,35,2649
2603,3308,647
2603,183,3208
2603,532,2442
2605,1603,199
2605,1603,2978
2605,1603,197
2606,2593,493
2606,3481,978
2606,2932,1187
2607,2881,931
2607,2881,3056
2607,2881,490
2608,982,2608
2608,3567,250
2608,3567,536
2609,3481,2259
2609,2252,2587
2609,3481,3260
2610,116,273
2610,116,514
2610,1098,472
2611,2337,1621
2611,2337,2520
2611,3069,96
2612,448,831
2612,2281,1446
2612,2281,233
2613,3016,0
2613,3016,2574
2613,204,1591
2614,1359,698
2614,1359,152
2614,1359,1989
2615,1868,2307
2615,1868,2307
2615,905,3327
2616,1772,2750
2616,1772,98
2616,702,3455
2617,1467,3091
2617,3199,1340
2617,1467,2563
2618,319,1081
2618,850,277
2618,319,3037
2619,315,2605
2619,2709,1586
2619,2709,1210
2620,905,4229
2620,24,2004
2620,24,1878
2621,416,721
2621,416,3562
2621,416,456
2622,315,2103
2622,1332,2721
2622,1332,3246
2623,448,1261
2623,448,3056
2623,448,2280
2624,1400,960
2624,24,2508
2624,1400,1498
2625,1229,672
2625,225,4031
2625,225,244
2626,116,1711
2626,1370,4
2626,1338,28
2627,1213,3547
2627,806,1876
2627,1213,1115
2628,2768,356
2628,1303,918
2628,330,328
2629,568,3768
2629,568,2068
2629,42,4543
2630,174,710
2630,174,1059
2630,174,4780
2631,,
2631,,
2631,,
2632,183,3675
2632,3041,100
2632,3041,636
2633,1879,1316
2633,3096,1891
2633,1879,1354
2635,3371,640
2635,3371,2256
2635,3371,3160
2636,812,1888
2636,812,264
2636,1370,266
2637,3854,1034
2637,3854,105
2637,3854,3777
2638,363,17
2638,148,2966
2638,363,481
2639,,
2639,,
2639,,
2640,1024,3119
2640,901,2757
2640,1024,2268
2641,3016,2574
2641,3016,1700
2641,3016,468
2642,,
2642,,
2642,,
2643,35,530
2643,174,1351
2643,1164,3950
2644,866,945
2644,997,260
2644,866,1240
2645,24,487
2645,24,2004
2645,24,2823
2646,2709,1088
2646,3145,3282
2646,3145,3282
2647,3481,3798
2647,4362,3994
2647,3481,2647
2648,329,4493
2648,526,1101
2648,526,2409
2649,1085,1700
2649,46,1300
2649,35,2981
2650,225,1729
2650,148,285
2650,148,637
2651,360,45
2651,1914,92
2651,1914,139
2652,2362,1185
2652,2104,229
2652,1329,1576
2653,1859,3098
2653,2289,993
2653,1859,3157
2654,204,998
2654,3133,4228
2654,204,560
2655,1751,1728
2655,5163,3311
2655,5163,919
2656,1359,3758
2656,35,25
2656,1915,63
2657,2604,425
2657,3856,1636
2657,2604,2271
2658,1077,166
2658,330,3999
2658,395,867
2659,187,3933
2659,183,3448
2659,362,858
2660,478,1079
2660,150,1826
2660,183,561
2661,2252,5049
2661,1248,2244
2661,102,1744
2662,3253,3045
2662,3253,2347
2662,1128,2662
2663,225,1378
2663,225,249
2663,225,1274
2664,4389,91
2664,4389,492
2664,3425,3025
2665,68,1117
2665,3253,3601
2665,3253,85
2666,116,290
2666,286,2974
2666,116,798
2667,1868,2231
2667,116,338
2667,116,3357
2668,982,851
2668,579,1151
2668,579,342
2669,1455,981
2669,3199,2617
2669,5118,74
2670,4088,3994
2670,46,798
2670,4088,2216
2671,1186,1068
2671,1186,133
2671,1657,5020
2672,758,1190
2672,1128,2271
2672,1128,1341
2673,1868,1
2673,1868,2692
2673,1868,1529
2674,2513,5088
2674,2513,961
2674,2513,3522
2675,24,4139
2675,1518,1000
2675,24,3784
2676,2709,1172
2676,2709,1586
2676,68,417
2677,1505,3703
2677,1505,2540
2677,1505,3701
2678,373,3858
2678,762,3486
2678,663,3163
2681,1098,2847
2681,1495,241
2681,1495,143
2682,753,722
2682,901,628
2682,753,396
2683,1851,698
2683,1851,48
2683,1851,369
2684,2362,63
2684,2362,1965
2684,2362,1242
2685,3354,4104
2685,3354,2606
2685,3354,1316
2686,1219,3286
2686,1219,1056
2686,1219,459
2687,2376,916
2687,1041,219
2687,1041,2974
2688,3354,441
2688,3133,742
2688,3133,1316
2689,3145,2496
2689,315,1633
2689,1332,1220
2690,601,86
2690,1441,3514
2690,1441,164
2691,,
2691,,
2691,,
2692,3199,1845
2692,1868,15
2692,3199,1468
2693,362,266
2693,1213,1737
2693,1213,2507
2694,779,98
2694,2370,547
2694,540,3874
2695,526,50
2695,1767,1848
2695,1767,558
2696,2525,275
2696,2525,946
2696,2525,0
2697,5071,2001
2697,5071,4113
2697,5071,1519
2698,1818,668
2698,1614,2097
2698,1818,854
2699,102,716
2699,2320,2152
2699,2320,58
2700,806,1318
2700,806,2550
2700,762,594
2701,2825,2443
2701,2825,1717
2701,360,641
2702,2680,1578
2702,2680,1578
2702,2680,5082
2703,444,1496
2703,444,2382
2703,702,1465
2704,4014,3693
2704,4014,2168
2704,4014,1681
2705,540,972
2705,116,412
2705,116,1126
2706,556,4106
2706,812,471
2706,812,829
2707,1455,1472
2707,292,200
2707,292,4042
2708,2593,1666
2708,2593,3783
2708,2593,2038
2710,,
2710,,
2710,,
2711,360,250
2711,360,420
2711,360,1714
2712,330,2888
2712,532,41
2712,3541,4023
2714,35,190
2714,35,607
2714,35,704
2715,3598,959
2715,3598,2715
2715,444,170
2716,4855,4
2716,3427,25
2716,3427,53
2717,,
2717,,
2717,,
2718,1332,837
2718,1332,1339
2718,1332,864
2719,2604,336
2719,905,205
2719,373,805
2720,3576,298
2720,116,4016
2720,35,1758
2721,1332,1611
2721,1332,679
2721,1332,2329
2722,1505,5142
2722,150,111
2722,1505,4222
2723,24,621
2723,24,13
2723,24,3104
2724,2047,2266
2724,2047,2827
2724,2047,4698
2725,362,207
2725,362,1193
2725,362,987
2726,1495,1856
2726,1077,2658
2726,1085,2412
2727,,
2727,,
2727,,
2728,1467,9
2728,1467,2258
2728,1467,3625
2729,806,2558
2729,1086,5109
2729,806,2011
2730,286,1033
2730,663,193
2730,663,3112
2731,2932,3791
2731,3034,4104
2731,2593,1316
2732,2399,125
2732,2399,49
2732,1269,242
2733,1970,83
2733,1970,54
2733,355,43
2734,691,28
2734,702,4
2734,3253,5005
2735,3220,2902
2735,3220,2071
2735,3220,2735
2736,1880,2474
2736,1880,10
2736,35,5028
2737,1086,142
2737,1086,816
2737,1086,1230
2738,663,305
2738,174,237
2738,663,802
2739,24,3881
2739,24,4720
2739,24,699
2740,174,547
2740,204,3533
2740,758,410
2741,850,2599
2741,1128,645
2741,850,345
2742,2768,4023
2742,1155,2060
2742,1155,2706
2743,1657,2073
2743,1657,4719
2743,1657,310
2744,1818,673
2744,1818,1298
2744,1818,3053
2746,225,1941
2746,1441,3514
2746,3983,1466
2747,4258,938
2747,4258,15
2747,4258,539
2748,1851,156
2748,1851,127
2748,1851,875
2749,330,4354
2749,478,867
2749,395,1494
2750,1772,157
2750,4406,417
2750,1772,1182
2751,3481,2731
2751,2252,1577
2751,605,4491
2752,24,2860
2752,148,210
2752,148,335
2753,4712,3403
2753,1271,3803
2753,4712,2868
2754,174,4200
2754,24,1855
2754,174,2143
2755,1338,822
2755,150,2660
2755,1338,1282
2756,2513,2490
2756,2745,614
2756,2745,818
2757,1128,1924
2757,1024,1050
2757,1250,2303
2758,3598,289
2758,3598,19
2758,4192,130
2759,578,1756
2759,2414,374
2759,736,14
2760,362,344
2760,1250,2344
2760,362,660
2761,1880,1069
2761,1880,604
2761,286,4070
2762,150,59
2762,1603,2327
2762,1603,4447
2763,4235,113
2763,4235,1
2763,4235,1607
2764,605,2145
2764,2932,1035
2764,2932,1670
2765,225,4263
2765,225,171
2765,46,33
2766,3576,4514
2766,1915,2193
2766,3576,2274
2767,,
2767,,
2767,,
2770,4712,3403
2770,4712,3026
2770,444,3952
2771,943,145
2771,943,1383
2771,2370,33
2773,2880,729
2773,2880,10
2773,2880,729
2774,691,734
2774,68,228
2774,3466,2549
2775,,
2775,,
2775,,
2776,1219,2758
2776,1219,616
2776,1219,2510
2777,866,3007
2777,779,1979
2777,866,1038
2778,46,1706
2778,46,485
2778,204,107
2779,1879,3863
2779,1879,2959
2779,2593,2259
2780,2525,2285
2780,2525,1854
2780,2525,1433
2781,2869,4136
2781,46,814
2781,46,3231
2782,148,1179
2782,148,728
2782,148,841
2783,1219,1560
2783,2513,1794
2783,1219,3963
2784,355,1053
2784,286,2643
2784,355,1645
2785,,
2785,,
2785,,
2786,1859,845
2786,1859,966
2786,1859,1812
2787,116,671
2787,116,2626
2787,116,1711
2788,4712,2831
2788,4476,4859
2788,4476,4859
2789,1332,999
2789,315,133
2789,187,871
2790,,
2790,,
2790,,
2791,888,2545
2791,888,440
2791,888,496
2792,1237,242
2792,1155,1337
2792,102,3174
2793,68,1392
2793,2160,1623
2793,68,29
2794,183,455
2794,183,585
2794,693,5119
2795,1772,164
2795,1772,2750
2795,1772,2864
2796,2376,1075
2796,3151,2560
2796,2376,1962
2797,4071,2647
2797,1250,2084
2797,1250,2344
2798,3427,1523
2798,2845,2076
2798,3427,635
2800,68,946
2800,1077,3968
2800,68,730
2801,1271,1670
2801,949,858
2801,1269,1717
2802,3983,3225
2802,2949,3043
2802,568,4188
2803,1818,839
2803,901,521
2803,3466,585
2804,362,987
2804,1086,863
2804,1086,4237
2805,,
2805,,
2805,,
2806,,
2806,,
2806,,
2807,663,802
2807,363,2638
2807,363,176
2808,24,3142
2808,24,1965
2808,24,2826
2809,1400,61
2809,997,790
2809,1400,195
2810,982,2303
2810,4259,2926
2810,982,165
2811,1885,2466
2811,225,234
2811,225,796
2812,,
2812,,
2812,,
2813,4331,1305
2813,4331,69
2813,435,3822
2815,42,3772
2815,1772,2795
2815,42,1943
2816,2932,1067
2816,2932,49
2816,4014,2168
2817,2226,341
2817,444,672
2817,2226,4013
2818,762,2096
2818,762,594
2818,815,770
2819,398,1522
2819,355,853
2819,355,122
2820,1041,4635
2820,1041,719
2820,1041,3400
2821,2226,955
2821,2226,2618
2821,2226,4013
2822,4936,835
2822,116,3999
2822,888,4987
2823,24,4310
2823,35,4419
2823,24,2309
2824,315,4678
2824,1972,2331
2824,1972,2843
2826,35,2714
2826,35,461
2826,183,2477
2827,2047,3318
2827,2047,2724
2827,702,1784
2828,4658,1671
2828,1970,180
2828,1970,393
2829,1384,4126
2829,1384,2530
2829,1384,1508
2830,2679,5178
2830,2679,180
2830,2679,3469
2831,4712,1361
2831,4712,2770
2831,4712,3126
2832,102,711
2832,102,1344
2832,862,680
2833,4374,951
2833,4814,774
2833,4374,2072
2834,5012,162
2834,5012,1286
2834,5012,162
2835,812,1952
2835,1229,485
2835,1229,290
2836,888,3832
2836,1467,4744
2836,1467,1063
2837,204,2740
2837,68,1395
2837,815,31
2838,601,198
2838,601,4831
2838,601,4794
2839,943,2451
2839,943,2451
2839,2289,457
2840,360,135
2840,360,469
2840,360,567
2841,949,405
2841,949,1545
2841,949,1488
2842,42,387
2842,526,1445
2842,42,401
2843,1219,3928
2843,1020,61
2843,1972,278
2844,102,1120
2844,102,3043
2844,102,2523
2846,1548,166
2846,204,742
2846,815,910
2847,3825,2145
2847,1098,707
2847,3825,990
2848,3373,1586
2848,3373,1586
2848,806,2066
2849,736,8
2849,736,13
2849,736,796
2850,762,1897
2850,762,3940
2850,762,2039
2851,753,1254
2851,812,2099
2851,812,3438
2852,355,80
2852,4451,210
2852,1086,453
2853,862,1950
2853,862,1802
2853,2769,1206
2854,,
2854,,
2854,,
2855,1186,1254
2855,1186,2903
2855,1186,1055
2856,3592,1686
2856,3592,3819
2856,3592,2856
2857,1571,634
2857,2769,3692
2857,1571,948
2858,2768,3078
2858,2768,4023
2858,1077,2171
2859,982,1992
2859,982,4172
2859,2461,409
2860,663,1998
2860,663,1350
2860,663,1726
2861,3983,186
2861,4193,283
2861,4193,293
2862,2880,305
2862,2880,1725
2862,2513,3928
2863,1859,3012
2863,1859,157
2863,1859,1824
2864,1772,146
2864,1772,224
2864,1271,14
2865,148,434
2865,435,342
2865,148,637
2866,,
2866,,
2866,,
2867,319,55
2867,478,775
2867,68,3572
2868,4712,844
2868,4712,3945
2868,4712,1640
2870,4529,2113
2870,4529,963
2870,4529,560
2871,3145,134
2871,1332,3439
2871,1332,2824
2872,1186,3572
2872,1186,2009
2872,1186,249
2873,292,4411
2873,1833,538
2873,1833,2483
2874,42,1094
2874,693,202
2874,693,1245
2875,1851,23
2875,1250,643
2875,1920,3603
2876,,
2876,,
2876,,
2878,2634,2554
2878,292,3173
2878,2513,1337
2879,3033,1021
2879,3481,1322
2879,3033,169
2882,1859,4726
2882,1772,3962
2882,1859,4481
2883,2226,80
2883,319,22
2883,319,105
2884,2869,3387
2884,4071,2731
2884,4362,3628
2885,3766,1140
2885,2376,914
2885,3766,125
2886,395,2460
2886,395,1678
2886,1892,467
2887,204,1216
2887,204,858
2887,204,1365
2888,330,602
2888,2320,399
2888,2320,290
2889,1885,175
2889,1885,1364
2889,2226,3968
2890,24,1653
2890,1772,923
2890,1772,923
2891,1077,959
2891,1077,2171
2891,102,2523
2892,949,222
2892,1161,1820
2892,949,3300
2893,2260,1555
2893,2319,211
2893,2319,4
2894,2679,2830
2894,2679,634
2894,579,3042
2895,35,1194
2895,444,484
2895,1329,273
2896,116,547
2896,1155,624
2896,329,285
2897,150,1581
2897,2289,321
2897,943,153
2898,3224,3570
2898,3224,667
2898,3224,667
2899,148,2133
2899,3352,1863
2899,1571,3907
2900,1859,2882
2900,1338,4621
2900,1338,369
2901,3868,512
2901,2772,1985
2901,3868,442
2902,3220,3357
2902,3220,2893
2902,779,301
2903,46,633
2903,1020,3504
2903,568,3284
2904,183,372
2904,2289,1110
2904,362,2804
2906,2370,3417
2906,1338,822
2906,1338,369
2907,3271,1449
2907,943,473
2907,2370,1185
2908,35,1073
2908,35,4097
2908,35,154
2909,691,1632
2909,3033,618
2909,691,169
2910,395,1008
2910,3376,1512
2910,395,1299
2911,,
2911,,
2911,,
2912,888,3602
2912,888,4057
2912,888,2130
2913,691,566
2913,691,1053
2913,691,1012
2915,4586,410
2915,4586,1488
2915,4586,558
2916,,
2916,,
2916,,
2917,1250,4090
2917,2267,6
2917,3556,3970
2918,4443,14
2918,3253,2927
2918,4443,1063
2919,435,84
2919,448,221
2919,183,421
2920,1086,79
2920,1086,4575
2920,187,280
2921,478,3161
2921,1229,4924
2921,35,4951
2922,,
2922,,
2922,,
2923,2289,2897
2923,2289,119
2923,2289,1658
2924,478,664
2924,478,3970
2924,478,4256
2925,758,244
2925,758,37
2925,758,941
2926,4259,2926
2926,3034,20
2926,4259,2381
2927,702,1392
2927,3253,595
2927,2260,2248
2928,24,1170
2928,24,3230
2928,24,535
2929,35,1165
2929,35,1167
2929,35,4879
2930,1467,1328
2930,1467,1499
2930,1467,18
2931,355,677
2931,355,127
2931,355,379
2933,1920,1121
2933,1920,1988
2933,1920,549
2934,2513,1114
2934,373,2075
2934,373,805
2935,,
2935,,
2935,,
2936,888,496
2936,888,4672
2936,888,3616
2937,4236,1844
2937,4236,768
2937,4236,990
2938,1077,114
2938,1237,597
2938,1077,3995
2939,1914,1234
2939,1914,74
2939,1914,1439
2940,2680,1782
2940,2480,3470
2940,2480,66
2941,292,700
2941,292,1082
2941,3352,3978
2942,3354,1921
2942,3354,1670
2942,3133,2205
2943,3224,956
2943,3224,162
2943,1614,2453
2944,1024,4559
2944,568,130
2944,68,1357
2945,478,326
2945,478,3873
2945,478,3431
2946,601,4241
2946,601,2946
2946,601,587
2947,2845,4993
2947,2845,967
2947,2845,2947
2948,2142,2979
2948,2709,1937
2948,1384,3114
2950,1359,3834
2950,5004,1719
2950,5004,403
2951,1155,485
2951,1155,1714
2951,4814,136
2952,691,365
2952,691,1876
2952,762,1626
2953,35,47
2953,329,3218
2953,35,3701
2954,395,845
2954,395,1299
2954,319,631
2955,2281,561
2955,2281,1752
2955,2799,1757
2956,24,3857
2956,1772,2616
2956,46,1234
2957,1213,43
2957,1213,275
2957,1213,4992
2958,1751,334
2958,1751,722
2958,997,4716
2959,448,4563
2959,448,554
2959,448,2567
2960,,
2960,,
2960,,
2961,601,2838
2961,360,1044
2961,1085,1394
2962,2142,2151
2962,2142,162
2962,2142,1664
2963,187,2304
2963,187,79
2963,187,2148
2964,702,719
2964,702,680
2964,702,1317
2965,556,3301
2965,556,4306
2965,556,4425
2966,148,2752
2966,416,713
2966,148,627
2967,1972,3227
2967,1972,889
2967,1972,2258
2968,,
2968,,
2968,,
2969,362,1520
2969,362,57
2969,116,30
2970,3915,25
2970,3915,303
2970,3915,64
2971,605,1731
2971,605,904
2971,605,3378
2972,1833,473
2972,3271,2072
2972,3271,142
2973,3661,10
2973,3661,3
2973,3661,391
2974,286,2581
2974,3867,317
2974,762,1226
2975,1879,2254
2975,1934,4147
2975,1879,3814
2976,1455,926
2976,2170,134
2976,315,2689
2978,3033,114
2978,526,401
2978,691,1473
2979,4737,1646
2979,4737,588
2979,4737,2026
2980,204,2398
2980,204,1883
2980,204,1157
2981,35,1228
2981,116,31
2981,35,583
2982,1384,1478
2982,1384,1587
2982,3373,134
2983,,
2983,,
2983,,
2984,663,2458
2984,663,305
2984,663,3842
2985,4476,3513
2985,578,641
2985,578,6
2986,435,38
2986,435,344
2986,435,652
2987,1116,2450
2987,4451,1173
2987,1116,1658
2988,319,818
2988,601,2838
2988,601,4018
2989,758,4308
2989,758,250
2989,758,3164
2990,949,2097
2990,806,863
2990,1271,1876
2991,355,3268
2991,355,1111
2991,355,437
2992,4362,2150
2992,4362,4257
2992,4362,2884
2993,24,72
2993,24,325
2993,416,5147
2994,2869,4740
2994,2799,661
2994,2799,1288
2995,1164,3386
2995,1164,342
2995,1164,3464
2996,2337,99
2996,3151,442
2996,921,1393
2997,4079,3020
2997,1237,323
2997,1237,3725
2998,35,2200
2998,540,1226
2998,35,1099
2999,1219,3928
2999,444,1093
2999,2591,496
3000,3867,375
3000,753,58
3000,3867,138
3001,605,3632
3001,605,4901
3001,605,771
3002,148,1421
3002,982,3035
3002,982,1992
3003,526,1312
3003,526,401
3003,540,50
3004,46,2756
3004,1703,508
3004,4654,1554
3005,187,950
3005,187,117
3005,2845,1058
3006,4236,646
3006,1746,186
3006,4236,1785
3007,866,945
3007,866,1690
3007,866,2274
3008,286,3419
3008,286,2028
3008,286,3281
3009,362,1893
3009,812,3438
3009,812,418
3010,398,221
3010,398,925
3010,398,14
3011,3942,271
3011,3942,149
3011,4374,1124
3012,1772,89
3012,3308,2491
3012,1859,338
3013,1219,5053
3013,1219,296
3013,225,171
3014,888,4672
3014,888,3885
3014,888,2822
3015,1441,224
3015,330,3816
3015,1441,224
3017,556,3865
3017,556,426
3017,556,3959
3018,2226,377
3018,2226,4656
3018,2226,3968
3019,2370,3417
3019,183,43
3019,183,2041
3020,362,549
3020,362,176
3020,362,723
3021,982,675
3021,982,1556
3021,1164,843
3022,3069,643
3022,578,153
3022,3069,4002
3023,905,1276
3023,905,1597
3023,1250,4557
3024,2914,2693
3024,1851,1910
3024,2914,151
3025,3425,4373
3025,3425,1145
3025,3425,4945
3026,2591,4
3026,2591,1215
3026,4712,4721
3027,1833,1907
3027,540,3003
3027,1833,1415
3028,2949,180
3028,2869,1883
3028,2869,770
3029,355,701
3029,355,1402
3029,355,216
3031,5071,1692
3031,2880,251
3031,5071,218
3032,360,1795
3032,1303,1109
3032,360,108
3035,102,797
3035,982,338
3035,982,945
3036,444,3208
3036,444,1525
3036,444,3426
3037,363,715
3037,363,1163
3037,363,2719
3038,3969,262
3038,3969,385
3038,3969,987
3039,395,1813
3039,1128,309
3039,1128,424
3040,1767,1848
3040,736,1235
3040,1767,3760
3042,579,84
3042,579,2500
3042,579,198
3043,2949,10
3043,2949,3078
3043,102,2156
3044,448,87
3044,373,875
3044,663,1763
3045,2320,1302
3045,4259,3045
3045,2768,314
3046,,
3046,,
3046,,
3047,373,78
3047,373,144
3047,395,34
3048,3354,2942
3048,1934,2202
3048,1934,2202
3049,3481,2879
3049,3034,327
3049,3481,1891
3050,,
3050,,
3050,,
3051,1851,1414
3051,779,932
3051,1851,48
3052,2461,572
3052,2461,1366
3052,330,130
3053,2047,3401
3053,2047,3053
3053,862,3053
3054,416,1
3054,2634,238
3054,2634,3564
3055,1161,4716
3055,1161,536
3055,1161,420
3056,2881,3056
3056,292,14
3056,448,3705
3057,373,1453
3057,373,4266
3057,601,463
3058,4451,158
3058,905,3307
3058,905,1276
3059,,
3059,,
3059,,
3060,2160,682
3060,1024,310
3060,68,124
3061,24,739
3061,943,2605
3061,24,94
3062,,
3062,,
3062,,
3063,702,680
3063,702,339
3063,702,3455
3064,1441,4382
3064,1441,1774
3064,1441,350
3065,68,2676
3065,68,4354
3065,68,730
3066,1303,1101
3066,1303,14
3066,1303,179
3067,360,396
3067,360,3226
3067,360,1795
3068,373,1817
3068,373,196
3068,373,193
3071,174,1805
3071,997,1097
3071,997,3262
3072,4233,106
3072,4233,5135
3072,4233,1352
3073,1384,1427
3073,1384,1679
3073,3373,2425
3074,806,1987
3074,330,4515
3074,330,3370
3075,540,1989
3075,1571,476
3075,1571,2899
3076,46,2765
3076,46,947
3076,46,677
3077,35,2603
3077,35,2921
3077,35,2385
3078,3556,3970
3078,3983,1087
3078,4193,1513
3079,2170,1771
3079,3376,1599
3079,315,2385
3080,2104,78
3080,2104,108
3080,1213,4924
3081,1518,1234
3081,398,25
3081,1518,32
3082,24,1212
3082,2713,2113
3082,362,709
3083,150,1588
3083,150,543
3083,150,291
3084,2772,27
3084,286,4442
3084,4711,25
3085,3034,3313
3085,3034,3517
3085,4071,2731
3086,,
3086,,
3086,,
3087,42,190
3087,42,1917
3087,42,2088
3088,,
3088,,
3088,,
3089,663,1207
3089,663,2860
3089,663,387
3090,888,1091
3090,1467,1877
3090,888,2617
3091,3199,17
3091,3199,43
3091,3199,3137
3092,1271,3134
3092,1271,4636
3092,1271,14
3093,416,2822
3093,568,1534
3093,416,351
3094,1237,1836
3094,1237,2997
3094,286,93
3095,526,1439
3095,526,1504
3095,526,2737
3097,24,3746
3097,24,908
3097,24,637
3098,1859,4664
3098,1859,845
3098,1024,197
3099,398,847
3099,398,972
3099,1269,1111
3100,1077,166
3100,1077,114
3100,1077,1623
3101,286,2667
3101,1250,2344
3101,1250,3101
3102,,
3102,,
3102,,
3103,,
3103,,
3103,,
3104,24,703
3104,1818,1298
3104,24,803
3105,42,1827
3105,3576,1124
3105,3576,1451
3106,691,3310
3106,691,511
3106,691,296
3107,,
3107,,
3107,,
3108,148,2502
3108,1400,1724
3108,148,120
3109,398,730
3109,398,4780
3109,398,218
3110,116,594
3110,416,5147
3110,1213,910
3111,4453,1314
3111,4453,1227
3111,1892,2084
3112,329,1299
3112,663,106
3112,46,3112
3113,3096,2164
3113,2260,327
3113,3096,2633
3114,3145,3440
3114,1271,2055
3114,1271,5150
3115,1161,86
3115,556,4982
3115,1161,212
3116,3856,1636
3116,3856,3433
3116,3856,1290
3117,448,1583
3117,448,3279
3117,448,566
3118,1041,3118
3118,1041,942
3118,1041,3363
3119,1024,1050
3119,1024,3269
3119,68,51
3120,2905,508
3120,1507,3322
3120,1507,1916
3121,1332,4135
3121,3373,1399
3121,1332,787
3122,1098,467
3122,68,2
3122,68,2219
3123,,
3123,,
3123,,
3124,1269,770
3124,1269,1200
3124,1269,361
3125,1868,234
3125,42,684
3125,42,2014
3126,4476,3565
3126,4476,2985
3126,4712,773
3127,2709,1913
3127,1219,3
3127,2709,1339
3128,762,610
3128,736,1581
3128,762,3730
3129,,
3129,,
3129,,
3130,395,838
3130,395,298
3130,395,82
3131,435,1065
3131,360,771
3131,1746,248
3132,1338,729
3132,1338,1397
3132,1338,2198
3134,1271,1108
3134,1271,618
3134,1271,1607
3135,2319,244
3135,693,2216
3135,693,1575
3136,102,1395
3136,102,141
3136,102,2354
3137,3199,602
3137,3199,1142
3137,3199,782
3138,315,3079
3138,315,4135
3138,315,1611
3139,888,62
3139,4396,2258
3139,1972,3159
3140,3608,3140
3140,292,1233
3140,3608,1028
3141,,
3141,,
3141,,
3142,42,1462
3142,42,200
3142,42,665
3143,363,3348
3143,363,182
3143,363,17
3144,3983,1152
3144,762,4267
3144,3983,894
3148,2047,1463
3148,2047,1417
3148,2047,549
3149,4014,12
3149,4014,1537
3149,4014,1624
3150,373,421
3150,373,254
3150,373,147
3152,1548,2
3152,1548,984
3152,1548,6
3153,605,328
3153,4362,1168
3153,605,2135
3154,1332,3469
3154,1332,29
